AVAILABLE QUANTITY OF ITEM: 3231
QTD OF MANUFACTURED PIECES: 3231
ELAPSED TIME: 10817.90
OBJ. FUNCTION VALUE: 103.0
STARTS: 103
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
1;K2;1;6754_0481;12
1;K2;2;6754_0481;12
1;K2;3;3470_028;6
2;K1;1;1553A0200;12
2;K1;2;1964A2200;2
2;K1;3;4778_0102;8
2;K1;4;787A0100;3
2;K1;5;6896A0100;12
2;K2;1;1806A0200;2
2;K2;2;1806A0200;2
2;K2;3;1806A0200;2
3;K1;1;829D0100;12
3;K1;2;1554A0200;8
3;K1;3;2434A2200;6
3;K1;4;810A0400;12
3;K1;5;1559A0200;12
3;K2;1;1806A0200;2
3;K2;2;1806A0200;2
3;K2;3;1806A0200;2
4;K1;1;1554A0200;8
4;K1;2;810A0400;12
4;K1;3;1555A0200;12
4;K1;4;1555A0200;12
4;K1;5;4778_0102;8
4;K2;1;1806A0200;2
4;K2;2;1806A0200;2
4;K2;3;1806A0200;2
5;K1;1;4775_0002;12
5;K1;2;2434A2200;6
5;K1;3;810A0400;12
5;K1;4;4775_0002;12
5;K1;5;1554A0200;8
5;K2;1;1806A0200;2
5;K2;2;1806A0200;2
5;K2;3;1806A0200;2
6;K1;1;829D0100;12
6;K1;2;4775_0002;12
6;K1;3;830D0100;12
6;K1;4;4778_0102;8
6;K1;5;1554A0200;8
6;K2;1;60091_011;12
6;K2;2;60078_0900;12
6;K2;3;6754_0481;12
7;K1;1;831A0600;10
7;K1;2;786A0900;6
7;K1;3;786A0900;6
7;K1;4;786A0900;6
7;K1;5;831A0600;10
7;K1;6;831A0600;10
7;K1;7;1567A0100;6
7;K1;8;6896A0100;1
7;K2;1;1806A0200;2
7;K2;2;1806A0200;2
7;K2;3;1806A0200;2
8;K1;1;1567A0100;4
8;K1;2;787A0100;3
8;K1;3;786A0900;6
8;K1;4;829D0100;12
8;K1;5;4775_0002;12
8;K1;6;2434A2200;6
8;K2;1;1806A0200;2
8;K2;2;1806A0200;2
8;K2;3;1806A0200;2
9;K1;1;3470_028;6
9;K1;2;6774_01030;12
9;K1;3;1568_0101;4
9;K1;4;1320_0101;24
9;K1;5;1320_0101;21
9;K2;1;1806A0200;2
9;K2;2;1806A0200;2
9;K2;3;1806A0200;2
10;K1;1;3957A0600;24
10;K1;2;1312_0101;24
10;K1;3;1806_041;2
10;K1;4;1806_041;1
10;K1;5;3470_085;2
10;K2;1;1806A0200;2
10;K2;2;1806A0200;2
10;K2;3;1806A0200;2
11;K1;1;1312_0101;24
11;K1;2;1320_0101;24
11;K1;3;1312_0101;24
11;K1;4;1312_0101;24
11;K1;5;1312_0101;24
11;K2;1;1553A0200;12
11;K2;2;831A0600;10
11;K2;3;786A0900;6
12;K1;1;1806_041;2
12;K1;2;1320_0101;24
12;K1;3;1320_0101;24
12;K1;4;3957A0600;10
12;K1;5;1568_0101;24
12;K2;1;1806A0200;2
12;K2;2;1806A0200;2
12;K2;3;1806A0200;2
13;K1;1;786A0900;6
13;K1;2;787A0100;3
13;K1;3;1567A0100;6
13;K1;4;787A0100;3
13;K1;5;1567A0100;6
13;K1;6;787A0100;3
13;K1;7;787A0100;3
13;K2;1;1806A0200;2
13;K2;2;1806A0200;2
13;K2;3;1806A0200;2
14;K1;1;830D0100;12
14;K1;2;831A0600;10
14;K1;3;787A0100;3
14;K1;4;1559A0200;12
14;K1;5;786A0900;6
14;K1;6;4775_0002;12
14;K2;1;798_0184;5
14;K2;2;798_0184;5
14;K2;3;6753_02011;12
15;K1;1;4778_0102;8
15;K1;2;1553A0200;12
15;K1;3;1567A0100;6
15;K1;4;1567A0100;6
15;K1;5;1567A0100;6
15;K1;6;4774_0002;12
15;K2;1;920A0100;4
15;K2;2;786A0900;6
15;K2;3;831A0600;10
16;K1;1;787A0100;3
16;K1;2;4778_0102;8
16;K1;3;1567A0100;6
16;K1;4;920A0100;8
16;K1;5;4781A0100;8
16;K2;1;798_0184;5
16;K2;2;798_0184;5
16;K2;3;60091_011;1
17;K1;1;1806_041;2
17;K1;2;1806_041;2
17;K1;3;3958A0600;24
17;K1;4;1806_041;2
17;K1;5;1312_0101;24
17;K2;1;3470_028;6
17;K2;2;60091_011;11
17;K2;3;798_0184;5
18;K1;1;3470_028;6
18;K1;2;1806_041;2
18;K1;3;1806_041;2
18;K1;4;3958A0600;24
18;K1;5;3470_028;6
18;K1;6;3470_085;6
18;K2;1;831A0600;10
18;K2;2;831A0600;10
18;K2;3;1555A0200;12
19;K1;1;1806_041;2
19;K1;2;1568_0101;24
19;K1;3;1806_041;2
19;K1;4;6774_01030;6
19;K1;5;6724_0271;12
19;K1;6;1806_041;2
19;K2;1;786A0900;6
19;K2;2;4778_0102;8
19;K2;3;831A0600;10
20;K1;1;2434A2200;6
20;K1;2;4778_0102;8
20;K1;3;1567A0100;6
20;K1;4;787A0100;3
20;K1;5;1567A0100;6
20;K1;6;4781A0100;8
20;K2;1;1806A0200;2
20;K2;2;1806A0200;2
20;K2;3;1806A0200;2
21;K1;1;4775_0002;12
21;K1;2;4778_0102;8
21;K1;3;1567A0100;6
21;K1;4;1567A0100;6
21;K1;5;1567A0100;6
21;K1;6;787A0100;1
21;K2;1;1806A0200;2
21;K2;2;1806A0200;2
21;K2;3;1806A0200;2
22;K1;1;1312_0101;24
22;K1;2;60091_011;12
22;K1;3;3470_028;6
22;K1;4;6724_0271;12
22;K1;5;1568_0101;24
22;K1;6;6724_0271;12
22;K2;1;2434A2200;6
22;K2;2;786A0900;6
23;K1;1;S4_9704300;6
23;K1;2;S4_9704300;6
23;K1;3;S4_9704300;6
23;K1;4;S4_9704300;6
23;K1;5;S4_9704300;6
23;K1;6;S4_9704300;6
23;K1;7;S4_9704300;6
23;K1;8;S4_9704300;6
23;K2;1;1559A0200;6
23;K2;2;787A0100;3
24;K1;1;3470_085;6
24;K1;2;6724_0271;12
24;K1;3;798_0184;5
24;K1;4;6753_02011;12
24;K1;5;1320_0101;24
24;K1;6;60091_011;12
24;K2;1;831A0600;10
24;K2;2;786A0900;6
24;K2;3;786A0900;6
24;K2;4;786A0900;6
25;K1;1;1806_041;2
25;K1;2;60091_011;12
25;K1;3;1806_041;2
25;K1;4;1312_0101;16
25;K1;5;3470_085;6
25;K1;6;1806_041;2
25;K2;1;60078_0900;12
25;K2;2;60078_0900;4
25;K2;3;3470_028;6
26;K1;1;1806A0200;2
26;K1;2;1806A0200;2
26;K1;3;1806A0200;2
26;K1;4;1806A0200;2
26;K1;5;1806A0200;2
26;K1;6;1806A0200;2
26;K2;1;1806A0200;2
26;K2;2;1806A0200;2
26;K2;3;1806A0200;2
27;K1;1;1568_0101;24
27;K1;2;3470_085;6
27;K1;3;1320_0101;24
27;K1;4;60091_011;12
27;K1;5;1394_0101;24
27;K2;1;3470_028;6
27;K2;2;3470_085;6
27;K2;3;798_0184;5
28;K1;1;4778_0102;8
28;K1;2;4778_0102;8
28;K1;3;787A0100;3
