AVAILABLE QUANTITY OF ITEM: 1432
QTD OF MANUFACTURED PIECES: 1432
ELAPSED TIME: 10837.26
OBJ. FUNCTION VALUE: 36.0
STARTS: 36
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
2;K1;1;786A0600;3
2;K1;2;786A0600;3
2;K1;3;786A0600;3
2;K1;4;786A0600;3
2;K1;5;786A0600;3
2;K1;6;786A0600;3
2;K1;7;786A0600;3
2;K2;1;1806_5051;10
2;K2;2;1806_5051;10
2;K2;3;798_0184;5
3;K1;1;1386A2200;12
3;K1;2;1556A0200;4
3;K1;3;1556A0200;12
3;K1;4;1555A0200;2
3;K1;5;830D0100;12
3;K2;1;1806_5051;10
3;K2;2;798_0184;5
3;K2;3;1806_5051;10
4;K1;1;6774_01030;12
4;K1;2;3957A0600;24
4;K1;3;962A0100;6
4;K1;4;3957A0600;18
4;K1;5;3957A0600;24
4;K2;1;1806A0200;2
4;K2;2;1806A0200;2
4;K2;3;1806A0200;2
5;K1;1;341_0250;12
5;K1;2;341_0250;12
5;K1;3;6753_02011;2
5;K1;4;6774_01030;12
5;K1;5;1394_0101;24
5;K1;6;1394_0101;24
5;K2;1;798_0184;5
5;K2;2;798_0184;5
5;K2;3;798_0184;5
6;K1;1;1555A0200;12
6;K1;2;787A0100;1
6;K1;3;830D0100;12
6;K1;4;830D0100;12
6;K1;5;1386A2200;12
6;K2;1;831A0600;10
6;K2;2;831A0600;10
6;K2;3;1553A0200;6
7;K1;1;341_0250;12
7;K1;2;1394_0101;12
7;K1;3;1806_5051;10
7;K1;4;6753_02011;12
7;K1;5;1312_0101;24
7;K1;6;341_0250;12
7;K2;1;831A0600;10
7;K2;2;831A0600;10
7;K2;3;831A0600;10
7;K2;4;831A0600;10
8;K1;1;60091_011;6
8;K1;2;6774_01030;12
8;K1;3;6774_01030;12
8;K1;4;1312_0101;24
8;K1;5;6753_02011;12
8;K1;6;1312_0101;8
8;K2;1;1642A0400;6
8;K2;2;S4_9704300;6
8;K2;3;1642A0400;6
9;K1;1;1553A0200;12
9;K1;2;1559A0200;8
9;K1;3;1555A0200;12
9;K1;4;830D0100;12
9;K1;5;1386A2200;8
9;K2;1;831A0600;10
9;K2;2;831A0600;10
9;K2;3;831A0600;10
9;K2;4;831A0600;10
10;K1;1;830D0100;12
10;K1;2;1386A2200;12
10;K1;3;831A0600;10
10;K1;4;1553A0200;12
10;K1;5;787A0100;3
10;K1;6;1567A0100;6
10;K2;1;1642A0400;6
10;K2;2;1642A0400;6
10;K2;3;S4_9704300;3
11;K1;1;1642A0400;6
11;K1;2;S4_9704300;6
11;K1;3;S4_9704300;6
11;K1;4;S4_9704300;6
11;K1;5;S4_9704300;6
11;K2;1;1642A0400;6
11;K2;2;1642A0400;6
11;K2;3;1642A0400;6
12;K1;1;830D0100;12
12;K1;2;1567A0100;6
12;K1;3;831A0600;10
12;K1;4;1567A0100;6
12;K1;5;1567A0100;6
12;K1;6;831A0600;10
12;K1;7;830D0100;12
12;K2;1;787A0100;3
12;K2;2;787A0100;3
12;K2;3;787A0100;3
13;K1;1;787A0100;3
13;K1;2;1556A0200;12
13;K1;3;1554A0200;8
13;K1;4;831A0600;10
13;K1;5;1567A0100;4
13;K1;6;830D0100;12
13;K2;1;1642A0400;6
13;K2;2;1642A0400;6
13;K2;3;1642A0400;6
14;K1;1;341_0250;12
14;K1;2;1568_0101;24
14;K1;3;3957A0600;24
14;K1;4;60091_011;12
14;K1;5;6774_01030;12
14;K1;6;60091_011;12
14;K2;1;1642A0400;2
14;K2;2;1642A0400;6
14;K2;3;1642A0400;6
15;K1;1;341_0250;12
15;K1;2;3957A0600;24
15;K1;3;341_0250;12
15;K1;4;6774_01030;12
15;K1;5;962A0100;6
15;K1;6;6774_01030;12
15;K2;1;1806_5051;10
15;K2;2;1806_5051;10
15;K2;3;1806_5051;10
16;K1;1;1312_0101;24
16;K1;2;1312_0101;24
16;K1;3;962A0100;6
16;K1;4;6753_02011;12
16;K1;5;1568_0101;16
16;K2;1;798_0184;5
16;K2;2;1806_5051;10
16;K2;3;1806_5051;10
17;K1;1;787A0100;2
17;K1;2;1567A0100;6
17;K1;3;1567A0100;6
17;K1;4;1386A2200;12
17;K1;5;1554A0200;7
17;K1;6;1556A0200;12
17;K2;1;798_0184;5
17;K2;2;798_0184;5
17;K2;3;341_0250;6
18;K1;1;786A0600;1
18;K1;2;1806A0200;2
18;K1;3;1806A0200;2
18;K1;4;786A0600;3
18;K1;5;1806A0200;2
18;K1;6;786A0600;3
18;K2;1;1806A0200;2
18;K2;2;1806A0200;2
18;K2;3;1806A0200;2
19;K1;1;787A0100;2
19;K1;2;831A0600;10
19;K1;3;830D0100;12
19;K1;4;831A0600;10
19;K1;5;1559A0200;12
19;K1;6;1555A0200;12
19;K2;1;6774_01030;4
19;K2;2;6774_01030;12
19;K2;3;6753_02011;12
END
