AVAILABLE QUANTITY OF ITEM: 2572
QTD OF MANUFACTURED PIECES: 2572
ELAPSED TIME: 10827.41
OBJ. FUNCTION VALUE: 73.0
STARTS: 73
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
1;K2;1;1806A0200;2
1;K2;2;1806A0200;2
1;K2;3;1806A0200;2
2;K1;1;962A0100;6
2;K1;2;1806_041;2
2;K1;3;1806_041;2
2;K1;4;1320_0101;24
2;K1;5;962A0100;6
2;K2;1;786A0900;6
2;K2;2;786A0900;6
2;K2;3;1554A0200;7
3;K1;1;6898A0100;12
3;K1;2;829D0100;12
3;K1;3;4778_0102;8
3;K1;4;830D0100;12
3;K1;5;810A0400;12
3;K2;1;3445A1800;6
3;K2;2;342_0460;12
3;K2;3;3445A1800;6
3;K2;4;342_0460;12
4;K1;1;810A0400;12
4;K1;2;1559A0200;6
4;K1;3;6898A0100;12
4;K1;4;829D0100;12
4;K1;5;4778_0102;8
4;K2;1;6754_0481;12
4;K2;2;6754_0481;12
4;K2;3;342_0460;12
5;K1;1;6724_0271;12
5;K1;2;1806_041;2
5;K1;3;1320_0101;24
5;K1;4;1312_0101;24
5;K1;5;1320_0101;24
5;K2;1;6724_0941;12
5;K2;2;341_0250;12
5;K2;3;1806_5051;10
6;K1;1;786A0700;3
6;K1;2;S4_9504622;9
6;K1;3;926_0102;8
6;K1;4;786A0600;3
6;K1;5;786A0600;3
6;K2;1;1806A0200;2
6;K2;2;1806A0200;2
6;K2;3;1806A0200;2
7;K1;1;786A0600;2
7;K1;2;1806A0200;2
7;K1;3;786A0600;3
7;K1;4;786A0700;8
7;K1;5;786A0600;3
7;K1;6;1806A0200;2
7;K2;1;6724_0271;12
7;K2;2;342_0460;12
7;K2;3;3445A1800;6
8;K1;1;4778_0102;8
8;K1;2;1555A0200;12
8;K1;3;830D0100;12
8;K1;4;4775_0002;12
8;K1;5;2434A2200;6
8;K2;1;60091_011;12
8;K2;2;3445A1800;6
8;K2;3;1806_5051;10
9;K1;1;1555A0200;12
9;K1;2;829D0100;12
9;K1;3;6898A0100;12
9;K1;4;2434A2200;6
9;K1;5;4778_0102;8
9;K2;1;831A0600;10
9;K2;2;786A0900;6
9;K2;3;786A0900;6
9;K2;4;786A0900;6
10;K1;1;S4_9504612;18
10;K1;2;S4_9504612;21
10;K1;3;786A0700;8
10;K1;4;786A0700;8
10;K1;5;926_0102;12
10;K2;1;1806A0200;2
10;K2;2;1806A0200;2
10;K2;3;1806A0200;2
11;K1;1;1567A0100;6
11;K1;2;920A0100;8
11;K1;3;2434A2200;6
11;K1;4;787A0100;3
11;K1;5;1567A0100;6
11;K1;6;4774_0002;12
11;K2;1;787A0100;3
11;K2;2;787A0100;3
11;K2;3;787A0100;3
12;K1;1;1556A0200;4
12;K1;2;1567A0100;6
12;K1;3;4775_0002;12
12;K1;4;787A0100;3
12;K1;5;810A0400;12
12;K1;6;1567A0100;6
12;K2;1;787A0100;3
12;K2;2;787A0100;3
12;K2;3;787A0100;3
13;K1;1;1806_041;2
13;K1;2;1806D0900;1
13;K1;3;6724_0271;12
13;K1;4;60091_011;6
13;K1;5;6724_0271;12
13;K1;6;6724_0271;12
13;K1;7;1320_0101;21
13;K2;1;342_0460;12
13;K2;2;3445A1800;6
13;K2;3;3445A1800;6
13;K2;4;342_0460;4
14;K1;1;830D0100;12
14;K1;2;1567A0100;6
14;K1;3;1964A2200;8
14;K1;4;6898A0100;6
14;K1;5;830D0100;12
14;K2;1;6753_02011;12
14;K2;2;6753_02011;12
14;K2;3;6753_02011;12
15;K1;1;786A0600;3
15;K1;2;786A0600;3
15;K1;3;926_0102;12
15;K1;4;786A0600;3
15;K1;5;786A0600;3
15;K1;6;926_0102;12
15;K2;1;1806_5051;10
15;K2;2;60078_0900;12
15;K2;3;342_0460;12
16;K1;1;962A0100;4
16;K1;2;1394_0101;24
16;K1;3;1806_041;2
16;K1;4;962A0100;6
16;K1;5;1806_041;2
16;K2;1;831A0600;10
16;K2;2;831A0600;10
16;K2;3;830D0100;12
17;K1;1;4775_0002;12
