AVAILABLE QUANTITY OF ITEM: 3729
QTD OF MANUFACTURED PIECES: 3729
ELAPSED TIME:  3601.79
OBJ. FUNCTION VALUE: 115.0
STARTS: 115
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
1;K2;1;786A0900;6
1;K2;2;5450A0000;12
1;K2;3;787A0100;3
2;K1;1;1806_041;2
2;K1;2;3470_085;6
2;K1;3;3958A0600;24
2;K1;4;6774_01030;12
2;K1;5;3958A0600;24
2;K1;6;6753_02011;12
2;K2;1;1806A0200;2
2;K2;2;1806A0200;2
2;K2;3;1806A0200;2
3;K1;1;1806_041;2
3;K1;2;1806_041;2
3;K1;3;1806D0900;1
3;K1;4;1806D0900;1
3;K1;5;1806_041;2
3;K1;6;1806D0900;1
3;K1;7;1806_041;2
3;K2;1;786A0600;3
3;K2;2;786A0600;3
4;K1;1;6774_01030;12
4;K1;2;1806_041;2
4;K1;3;1806_041;2
4;K1;4;1806_041;2
4;K1;5;1806_5051;10
4;K1;6;1806_041;2
4;K2;1;1806A0200;2
4;K2;2;1806A0200;2
4;K2;3;1806A0200;2
5;K1;1;1567A0100;6
5;K1;2;S4_9704411;6
5;K1;3;1567A0100;6
5;K1;4;1567A0100;6
5;K1;5;1964A2200;8
5;K1;6;786A0900;6
5;K1;7;786A0900;1
5;K2;1;1806_5051;10
5;K2;2;342_0460;2
5;K2;3;1806A0800;12
6;K1;1;6754_0481;12
6;K1;2;6753_02011;12
6;K1;3;70069_23;12
6;K1;4;1806D0900;60
6;K1;5;1806_041;2
6;K1;6;1806D0900;60
6;K1;7;60091_011;12
6;K2;1;1806A0200;2
6;K2;2;1806A0200;2
6;K2;3;1806A0200;2
7;K1;1;3958A0600;24
7;K1;2;1806A0800;12
7;K1;3;1806_041;2
7;K1;4;6774_01030;12
7;K1;5;1806_041;2
7;K1;6;1806_041;2
7;K2;1;1806A0200;2
7;K2;2;1806A0200;2
7;K2;3;1806A0200;2
8;K1;1;1567A0100;6
8;K1;2;831A0600;8
8;K1;3;1567A0100;6
8;K1;4;1567A0100;6
8;K1;5;786A0900;6
8;K1;6;1567A0100;6
8;K1;7;1567A0100;6
8;K1;8;1567A0100;6
8;K2;1;1567A0100;6
8;K2;2;787A0100;1
8;K2;3;787A0100;3
9;K1;1;810A0400;12
9;K1;2;786A0900;1
9;K1;3;1559A0200;3
9;K1;4;1567A0100;6
9;K1;5;1559A0200;12
9;K2;1;1806A0200;2
9;K2;2;1806A0200;2
9;K2;3;1806A0200;2
10;K1;1;830D0100;12
10;K1;2;1386A2200;4
10;K1;3;831A0600;10
10;K1;4;1556A0200;12
10;K1;5;1567A0100;6
10;K1;6;1567A0100;6
10;K2;1;810A0400;12
10;K2;2;830D0100;12
11;K1;1;786A0600;3
11;K1;2;786A0600;3
11;K1;3;786A0600;3
11;K1;4;786A0600;3
11;K1;5;786A0600;3
11;K1;6;786A0600;3
11;K1;7;786A0600;3
11;K2;1;342_0460;12
11;K2;2;342_0460;12
11;K2;3;1806_041;2
12;K1;1;1567A0100;6
12;K1;2;830D0100;12
12;K1;3;5450A0000;1
12;K1;4;4781A0100;8
12;K1;5;787A0100;3
12;K1;6;787A0100;3
12;K2;1;341_0250;12
12;K2;2;1806_5051;10
12;K2;3;1806_5051;10
13;K1;1;1567A0100;6
13;K1;2;787A0100;3
13;K1;3;830D0100;11
13;K1;4;1559A0200;12
13;K1;5;830D0100;1
13;K1;6;1567A0100;6
13;K2;1;1806A0200;2
13;K2;2;1806A0200;2
13;K2;3;1806A0200;2
14;K1;1;786A0700;8
14;K1;2;786A0600;3
14;K1;3;786A0600;3
14;K1;4;786A0600;3
14;K1;5;786A0600;3
14;K1;6;918_0102;5
14;K2;1;1555A0200;4
14;K2;2;810A0400;12
15;K1;1;1806D0900;1
15;K1;2;1806_041;2
15;K1;3;1806_041;2
15;K1;4;1806_041;2
15;K1;5;1568_0101;24
15;K1;6;1806_041;2
15;K2;1;1806A0200;2
15;K2;2;1806A0200;2
15;K2;3;1806A0200;2
16;K1;1;830D0100;12
16;K1;2;1559A0200;12
16;K1;3;829D0100;12
16;K1;4;1964A2200;8
16;K1;5;831A0600;10
16;K2;1;342_0460;12
16;K2;2;342_0460;12
16;K2;3;342_0460;12
16;K2;4;342_0460;12
17;K1;1;1806_041;2
17;K1;2;1806_041;2
17;K1;3;1806_041;2
17;K1;4;6774_01030;12
17;K1;5;1806_041;2
17;K1;6;1806_041;2
17;K2;1;1806A0200;2
17;K2;2;1806A0200;2
17;K2;3;1806A0200;2
18;K1;1;S4_9704411;6
18;K1;2;830D0100;12
18;K1;3;1567A0100;6
18;K1;4;1567A0100;6
18;K1;5;810A0400;12
18;K1;6;1567A0100;6
18;K2;1;1806A0800;12
18;K2;2;60091_011;12
18;K2;3;1806_5051;10
19;K1;1;798_0184;5
19;K1;2;1806_041;2
19;K1;3;1806_041;2
19;K1;4;6754_0481;4
19;K1;5;1806A0800;12
19;K1;6;1806_041;2
19;K2;1;1806A0200;2
19;K2;2;786A0600;3
20;K1;1;1567A0100;6
20;K1;2;1567A0100;6
20;K1;3;1567A0100;6
20;K1;4;4781A0100;8
20;K1;5;1567A0100;6
20;K1;6;1567A0100;6
20;K1;7;787A0100;3
20;K2;1;1806A0200;2
20;K2;2;1806A0200;2
20;K2;3;1806A0200;2
21;K1;1;830D0100;12
21;K1;2;1964A2200;8
21;K1;3;829D0100;12
21;K1;4;1567A0100;6
21;K1;5;831A0600;10
21;K1;6;S4_9704411;1
21;K2;1;786A0900;5
21;K2;2;786A0900;6
21;K2;3;830D0100;12
22;K1;1;1386A2200;12
22;K1;2;1553A0200;5
22;K1;3;1386A2200;12
22;K1;4;829D0100;12
22;K1;5;830D0100;12
22;K2;1;1806A0200;2
22;K2;2;1806A0200;2
22;K2;3;1806A0200;2
23;K1;1;1806_041;2
23;K1;2;1806_041;2
23;K1;3;3957A0600;24
23;K1;4;6774_01030;12
23;K1;5;1806_041;2
23;K1;6;3470_085;6
23;K2;1;1806A0200;2
23;K2;2;1806A0200;2
23;K2;3;1806A0200;2
24;K1;1;1567A0100;6
24;K1;2;830D0100;12
24;K1;3;1559A0200;12
24;K1;4;4778_0102;8
24;K1;5;830D0100;12
24;K2;1;831A0600;10
24;K2;2;786A0900;6
24;K2;3;831A0600;10
24;K2;4;831A0600;10
25;K1;1;786A0900;6
25;K1;2;831A0600;10
25;K1;3;S4_9704411;6
25;K1;4;787A0100;3
25;K1;5;787A0100;3
25;K1;6;1567A0100;6
25;K1;7;831A0600;10
25;K1;8;787A0100;3
25;K2;1;1806A0200;2
25;K2;2;1806A0200;2
25;K2;3;1806A0200;2
26;K1;1;830D0100;12
26;K1;2;1386A2200;12
26;K1;3;1559A0200;12
26;K1;4;1559A0200;12
26;K1;5;4781A0100;8
26;K2;1;1806_5051;10
26;K2;2;6754_0481;12
26;K2;3;1806_5051;10
27;K1;1;1806_041;2
27;K1;2;1806_041;2
27;K1;3;1806A0800;12
27;K1;4;6754_0481;12
27;K1;5;3957A0600;12
27;K1;6;1806_041;2
27;K2;1;1806A0200;2
27;K2;2;1806A0200;2
27;K2;3;1806A0200;2
28;K1;1;830D0100;12
28;K1;2;787A0100;3
28;K1;3;1567A0100;6
28;K1;4;1567A0100;6
28;K1;5;1567A0100;6
28;K1;6;831A0600;1
28;K1;7;1567A0100;6
28;K2;1;1806_5051;10
28;K2;2;6753_02011;12
28;K2;3;1806_5051;10
29;K1;1;786A0600;3
29;K1;2;786A0600;3
29;K1;3;786A0600;3
29;K1;4;1806A0200;2
29;K1;5;918_0102;15
29;K1;6;786A0700;6
29;K2;1;831A0600;10
29;K2;2;831A0600;10
29;K2;3;787A0100;3
30;K1;1;830D0100;12
30;K1;2;1567A0100;6
30;K1;3;S4_9704411;6
30;K1;4;4781A0100;8
30;K1;5;830D0100;12
30;K1;6;1567A0100;6
30;K2;1;1806A0200;2
30;K2;2;1806A0200;2
30;K2;3;1806A0200;2
31;K1;1;S4_9704411;6
31;K1;2;829D0100;12
31;K1;3;1567A0100;6
31;K1;4;1567A0100;6
31;K1;5;1567A0100;6
31;K1;6;1567A0100;6
31;K1;7;1567A0100;6
31;K2;1;1806_5051;10
31;K2;2;1806_5051;10
31;K2;3;6774_01030;12
32;K1;1;1567A0100;6
32;K1;2;810A0400;12
32;K1;3;1567A0100;6
32;K1;4;830D0100;12
32;K1;5;830D0100;12
32;K1;6;787A0100;1
32;K2;1;60091_011;12
32;K2;2;6753_02011;6
32;K2;3;3470_085;6
33;K1;1;70069_23;12
33;K1;2;6774_01030;12
33;K1;3;1568_0101;24
33;K1;4;1806_041;2
33;K1;5;6774_01030;12
33;K1;6;6774_01030;6
33;K2;1;1806A0200;2
33;K2;2;1806A0200;2
33;K2;3;1806A0200;2
34;K1;1;1567A0100;6
34;K1;2;829D0100;12
34;K1;3;4778_0102;8
34;K1;4;787A0100;1
34;K1;5;1567A0100;6
34;K1;6;830D0100;12
34;K2;1;1806_5051;10
34;K2;2;1806_041;2
35;K1;1;786A0600;3
35;K1;2;786A0600;3
35;K1;3;786A0600;2
35;K1;4;786A0600;2
35;K1;5;786A0600;2
35;K1;6;786A0600;2
35;K1;7;786A0600;3
35;K2;1;1806A0200;2
35;K2;2;1806A0200;2
36;K1;1;786A0900;6
36;K1;2;1567A0100;6
36;K1;3;810A0400;12
36;K1;4;4781A0100;8
36;K1;5;787A0100;3
36;K1;6;830D0100;12
36;K2;1;1806A0200;2
36;K2;2;1806A0200;2
36;K2;3;1806A0200;2
37;K1;1;1806D0900;60
37;K1;2;1806_041;2
37;K1;3;1806_041;2
37;K1;4;3958A0600;24
37;K1;5;962A0100;6
37;K1;6;1806_041;2
37;K2;1;6754_0481;12
37;K2;2;6754_0481;12
37;K2;3;1806D0900;60
38;K1;1;6753_02011;12
38;K1;2;6754_0481;12
38;K1;3;1806A0800;12
38;K1;4;1568_0101;24
38;K1;5;3957A0600;24
38;K1;6;1806_5051;10
38;K2;1;1806A0800;12
38;K2;2;342_0460;12
38;K2;3;6774_01030;12
39;K1;1;6753_02011;12
39;K1;2;3958A0600;24
39;K1;3;341_0250;12
39;K1;4;1806_041;2
39;K1;5;1806_041;2
39;K1;6;6754_0481;12
39;K2;1;831A0600;10
39;K2;2;786A0900;5
39;K2;3;831A0600;10
39;K2;4;786A0900;6
40;K1;1;1567A0100;6
40;K1;2;831A0600;1
40;K1;3;786A0900;6
40;K1;4;1964A2200;8
40;K1;5;1553A0200;1
40;K1;6;787A0100;3
40;K2;1;1806_041;2
