AVAILABLE QUANTITY OF ITEM: 2572
QTD OF MANUFACTURED PIECES: 2572
ELAPSED TIME:  3602.07
OBJ. FUNCTION VALUE: 74.0
STARTS: 74
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
1;K1;1;4775_0002;12
1;K1;2;1567A0100;6
1;K1;3;787A0100;3
1;K1;4;830D0100;12
1;K1;5;1567A0100;6
1;K1;6;1555A0200;12
2;K1;1;786A0600;3
2;K1;2;786A0600;3
2;K1;3;786A0600;3
2;K1;4;1806A0200;2
2;K1;5;1806A0200;2
2;K1;6;1806A0200;2
2;K2;1;787A0100;3
2;K2;2;787A0100;3
2;K2;3;787A0100;3
3;K1;1;829D0100;12
3;K1;2;1567A0100;6
3;K1;3;1559A0200;12
3;K1;4;810A0400;12
3;K1;5;1556A0200;4
3;K2;1;60078_0900;2
3;K2;2;3445A1800;2
3;K2;3;342_0460;12
4;K1;1;1554A0200;7
4;K1;2;6898A0100;12
4;K1;3;1553A0200;6
4;K1;4;829D0100;12
4;K1;5;4775_0002;12
4;K2;1;2434A2200;6
4;K2;2;787A0100;3
5;K1;1;786A0600;3
5;K1;2;786A0700;8
5;K1;3;926_0102;12
5;K1;4;786A0700;4
5;K1;5;786A0600;3
5;K2;1;787A0100;3
5;K2;2;787A0100;3
5;K2;3;787A0100;3
6;K1;1;2434A2200;6
6;K1;2;810A0400;12
6;K1;3;829D0100;12
6;K1;4;6898A0100;12
6;K1;5;1559A0200;6
6;K2;1;341_0250;12
6;K2;2;341_0250;12
6;K2;3;1806_5051;10
7;K1;1;786A0600;3
7;K1;2;926_0102;8
7;K1;3;786A0600;3
7;K1;4;786A0600;3
7;K1;5;786A0700;8
7;K1;6;786A0600;3
7;K2;1;786A0700;8
7;K2;2;1806A0200;1
8;K1;1;1567A0100;6
8;K1;2;1567A0100;6
8;K1;3;787A0100;3
8;K1;4;4778_0102;8
8;K1;5;1567A0100;6
8;K1;6;1964A2200;2
8;K2;1;787A0100;3
8;K2;2;787A0100;3
8;K2;3;787A0100;3
9;K1;1;829D0100;12
9;K1;2;830D0100;12
9;K1;3;830D0100;12
9;K1;4;810A0400;8
9;K1;5;6898A0100;12
9;K2;1;1806A0200;2
9;K2;2;1806A0200;2
9;K2;3;1806A0200;2
10;K1;1;6724_0271;12
10;K1;2;6864_0280;3
10;K1;3;1320_0101;24
10;K1;4;1312_0101;24
10;K1;5;342_0460;10
10;K1;6;1806_5051;10
10;K2;1;962A0100;6
10;K2;2;3445A1800;6
10;K2;3;342_0460;12
11;K1;1;1806_041;2
11;K1;2;962A0100;4
