AVAILABLE QUANTITY OF ITEM: 1575
QTD OF MANUFACTURED PIECES: 1575
ELAPSED TIME:  3611.20
OBJ. FUNCTION VALUE: 51.0
STARTS: 51
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
1;K1;1;786A0600;3
1;K1;2;786A0600;3
1;K1;3;786A0600;3
1;K1;4;786A0600;3
1;K1;5;786A0600;3
1;K1;6;786A0600;3
1;K1;7;786A0600;3
1;K2;1;1806A0200;2
1;K2;2;1806A0200;2
1;K2;3;1806A0200;1
2;K1;1;S4_9704411;6
2;K1;2;S4_9704411;6
2;K1;3;787A0100;1
2;K1;4;S4_9704411;6
2;K1;5;830D0100;12
2;K1;6;S4_9704411;2
2;K1;7;829D0100;12
2;K2;1;787A0100;3
2;K2;2;786A0900;6
2;K2;3;5450A0000;12
3;K1;1;830D0100;12
3;K1;2;829D0100;12
3;K1;3;6898A0100;12
3;K1;4;1553A0200;12
3;K1;5;829D0100;12
3;K2;1;810A0400;12
3;K2;2;786A0900;6
3;K2;3;786A0900;6
4;K1;1;786A0600;3
4;K1;2;786A0700;6
4;K1;3;786A0600;3
4;K1;4;786A0700;8
4;K1;5;1806A0200;2
4;K1;6;786A0600;3
4;K2;1;60078_0900;12
4;K2;2;60091_011;6
4;K2;3;3470_085;6
5;K1;1;S4_9704300;6
5;K1;2;S4_9704300;3
5;K1;3;S4_9704300;6
5;K1;4;S4_9704300;6
5;K1;5;S4_9704300;6
5;K1;6;S4_9704300;6
5;K1;7;S4_9704300;6
5;K2;1;831A0600;10
5;K2;2;787A0100;3
5;K2;3;831A0600;10
6;K1;1;1806_041;2
6;K1;2;1806_041;2
6;K1;3;6724_0941;8
6;K1;4;1806_041;2
6;K1;5;1806_041;2
6;K2;1;786A0900;6
6;K2;2;831A0600;10
6;K2;3;786A0900;6
6;K2;4;786A0900;6
7;K1;1;1320_0101;24
7;K1;2;6753_02011;12
7;K1;3;1568_0101;6
7;K1;4;6724_0271;12
7;K1;5;1806_041;2
7;K2;1;786A0900;6
7;K2;2;786A0900;6
7;K2;3;786A0900;6
7;K2;4;786A0900;6
8;K1;1;786A0600;3
8;K1;2;786A0600;3
8;K1;3;786A0600;3
8;K1;4;786A0600;3
8;K1;5;786A0600;3
8;K1;6;786A0600;3
8;K1;7;786A0600;3
8;K2;1;3470_085;6
8;K2;2;60078_0900;2
8;K2;3;6724_0941;12
9;K1;1;1806_041;2
9;K1;2;1806_041;2
9;K1;3;1806_041;2
9;K1;4;60091_011;12
9;K1;5;3470_085;6
9;K1;6;962A0100;6
9;K2;1;786A0900;6
9;K2;2;829D0100;12
9;K2;3;786A0900;6
10;K1;1;787A0100;3
10;K1;2;786A0900;6
10;K1;3;S4_9704411;6
10;K1;4;787A0100;3
10;K1;5;787A0100;3
10;K1;6;S4_9704411;6
10;K1;7;4781A0100;8
10;K2;1;1806A0200;2
10;K2;2;1806A0200;2
10;K2;3;1806A0200;2
11;K1;1;829D0100;12
11;K1;2;810A0400;12
11;K1;3;810A0400;12
11;K1;4;810A0400;12
11;K1;5;830D0100;12
11;K2;1;786A0900;6
11;K2;2;831A0600;10
11;K2;3;829D0100;12
12;K1;1;60091_011;12
12;K1;2;6724_0271;12
12;K1;3;1806_041;2
12;K1;4;60078_0900;12
12;K1;5;6724_0271;12
12;K1;6;1806_041;2
12;K1;7;3470_085;6
12;K2;1;6898A0100;12
12;K2;2;786A0900;6
12;K2;3;786A0900;6
13;K1;1;1806_041;2
13;K1;2;1320_0101;23
13;K1;3;1568_0101;24
13;K1;4;6724_0271;12
13;K1;5;6753_02011;6
13;K1;6;3470_085;6
13;K2;1;786A0700;8
13;K2;2;1806A0200;2
14;K1;1;830D0100;12
14;K1;2;1567A0100;6
14;K1;3;5450A0000;12
14;K1;4;1567A0100;6
14;K1;5;810A0400;12
14;K1;6;1556A0200;8
14;K2;1;786A0900;6
14;K2;2;786A0900;6
14;K2;3;786A0900;6
14;K2;4;786A0900;6
15;K1;1;829D0100;12
15;K1;2;829D0100;12
15;K1;3;4781A0100;8
15;K1;4;830D0100;12
15;K1;5;787A0100;3
15;K2;1;786A0900;6
15;K2;2;831A0600;10
