AVAILABLE QUANTITY OF ITEM: 2002
QTD OF MANUFACTURED PIECES: 2002
ELAPSED TIME: 10806.42
OBJ. FUNCTION VALUE: 53.0
STARTS: 53
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
1;K1;1;1386A2200;8
1;K1;2;2434A2200;6
1;K1;3;1556A0200;4
1;K1;4;830D0100;12
1;K1;5;1554A0200;6
2;K1;1;962A0100;6
2;K1;2;962A0100;6
2;K1;3;1806A0800;12
2;K1;4;6753_02011;12
2;K1;5;1806A0800;12
2;K1;6;60091_011;12
2;K2;1;1806A0200;2
2;K2;2;1806A0200;2
2;K2;3;1806A0200;2
3;K1;1;3957A0600;24
3;K1;2;1312_0101;24
3;K1;3;3957A0600;18
3;K1;4;1568_0101;24
3;K1;5;60091_011;12
3;K2;1;1806_5051;10
3;K2;2;1806_5051;10
3;K2;3;1806_5051;10
4;K1;1;341_0250;12
4;K1;2;60078_0900;12
4;K1;3;1312_0101;24
4;K1;4;1312_0101;8
4;K1;5;60078_0900;12
4;K1;6;962A0100;6
4;K2;1;1642A0400;6
4;K2;2;1642A0400;6
4;K2;3;1642A0400;6
5;K1;1;6753_02011;12
5;K1;2;3957A0600;24
5;K1;3;3957A0600;24
5;K1;4;341_0250;12
5;K1;5;6774_01030;12
5;K1;6;6864_0280;3
5;K2;1;798_0184;5
5;K2;2;3470_085;6
5;K2;3;798_0184;5
6;K1;1;1806A0800;12
6;K1;2;1394_0101;24
6;K1;3;6753_02011;12
6;K1;4;6774_01030;12
6;K1;5;1320_0101;24
6;K1;6;6774_01030;12
6;K2;1;1642A0400;6
6;K2;2;1642A0400;6
6;K2;3;1642A0400;6
7;K1;1;1394_0101;12
7;K1;2;3957A0600;24
7;K1;3;1312_0101;24
7;K1;4;6774_01030;12
7;K1;5;6774_01030;12
7;K2;1;1806A0200;2
7;K2;2;1806A0200;2
7;K2;3;1806A0200;2
8;K1;1;1553A0200;12
8;K1;2;4775_0002;12
8;K1;3;1386A2200;12
8;K1;4;1555A0200;12
8;K1;5;1559A0200;4
8;K2;1;1642A0400;6
8;K2;2;1642A0400;6
8;K2;3;1642A0400;6
9;K1;1;1806A0800;4
9;K1;2;1806A0800;12
9;K1;3;60091_011;12
9;K1;4;3470_085;6
9;K1;5;60091_011;12
9;K1;6;6753_02011;12
9;K1;7;60091_011;12
9;K2;1;830D0100;12
9;K2;2;831A0600;10
9;K2;3;831A0600;10
10;K1;1;831A0600;10
10;K1;2;787A0100;2
10;K1;3;1386A2200;12
10;K1;4;1567A0100;6
10;K1;5;831A0600;10
10;K1;6;1964A2200;2
10;K2;1;1806_5051;10
10;K2;2;1806A0800;12
10;K2;3;1806_5051;10
11;K1;1;1555A0200;12
11;K1;2;829D0100;12
11;K1;3;1555A0200;12
11;K1;4;4775_0002;12
11;K1;5;830D0100;12
11;K2;1;1806A0200;2
11;K2;2;1806A0200;2
11;K2;3;1806A0200;2
12;K1;1;1553A0200;12
12;K1;2;4775_0002;12
12;K1;3;1559A0200;12
12;K1;4;1555A0200;2
12;K1;5;2434A2200;2
12;K2;1;1806A0200;2
12;K2;2;1806A0200;2
12;K2;3;1806A0200;2
13;K1;1;1554A0200;8
13;K1;2;2434A2200;6
13;K1;3;829D0100;11
13;K1;4;829D0100;12
13;K1;5;2434A2200;6
13;K2;1;1806_5051;10
13;K2;2;798_0184;5
13;K2;3;1806_5051;10
14;K1;1;786A0600;3
14;K1;2;786A0700;8
14;K1;3;786A0600;2
14;K1;4;786A0600;3
14;K1;5;786A0600;3
14;K1;6;786A0600;3
14;K2;1;1806A0200;2
14;K2;2;1806A0200;2
14;K2;3;1806A0200;2
15;K1;1;1567A0100;6
15;K1;2;1567A0100;2
15;K1;3;1567A0100;6
15;K1;4;1567A0100;6
15;K1;5;1567A0100;6
15;K1;6;1567A0100;6
15;K1;7;1567A0100;6
15;K1;8;1567A0100;6
15;K2;1;341_0250;6
15;K2;2;798_0184;5
15;K2;3;1806_5051;10
16;K1;1;1556A0200;12
16;K1;2;830D0100;12
16;K1;3;1386A2200;12
16;K1;4;1559A0200;12
16;K1;5;1386A2200;12
16;K2;1;1642A0400;2
16;K2;2;1642A0400;6
17;K1;1;786A0600;3
17;K1;2;786A0600;3
17;K1;3;786A0600;3
17;K1;4;786A0600;3
17;K1;5;786A0600;3
17;K1;6;786A0600;3
17;K1;7;786A0600;3
17;K2;1;787A0100;3
17;K2;2;787A0100;3
17;K2;3;787A0100;3
18;K1;1;962A0100;6
18;K1;2;3470_085;6
18;K1;3;6774_01030;12
18;K1;4;962A0100;6
18;K1;5;1806_5051;10
18;K1;6;341_0250;12
18;K2;1;1806A0200;2
18;K2;2;1806A0200;2
18;K2;3;1806A0200;2
19;K1;1;6864_0280;4
19;K1;2;1806A0800;12
19;K1;3;6774_01030;12
19;K1;4;1320_0101;23
19;K1;5;1320_0101;24
19;K1;6;1806A0800;12
19;K2;1;831A0600;10
19;K2;2;831A0600;10
19;K2;3;831A0600;10
19;K2;4;831A0600;10
20;K1;1;1567A0100;6
20;K1;2;831A0600;10
20;K1;3;1567A0100;6
20;K1;4;1567A0100;6
20;K1;5;1554A0200;8
20;K1;6;831A0600;10
20;K1;7;830D0100;12
20;K2;1;831A0600;10
20;K2;2;831A0600;10
20;K2;3;831A0600;10
20;K2;4;831A0600;10
21;K1;1;1567A0100;6
21;K1;2;1553A0200;6
21;K1;3;831A0600;10
21;K1;4;1567A0100;6
21;K1;5;1964A2200;8
21;K1;6;787A0100;3
21;K2;1;1806A0200;2
21;K2;2;1806A0200;2
21;K2;3;1806A0200;2
22;K1;1;3958A0600;24
22;K1;2;341_0250;12
22;K1;3;6753_02011;12
22;K1;4;341_0250;12
22;K1;5;6753_02011;12
22;K1;6;1394_0101;24
22;K2;1;1806A0800;12
22;K2;2;60078_0900;12
22;K2;3;6753_02011;12
23;K1;1;1556A0200;12
23;K1;2;1559A0200;12
23;K1;3;830D0100;12
23;K1;4;1554A0200;8
23;K1;5;1556A0200;12
23;K2;1;1642A0400;6
23;K2;2;1642A0400;6
23;K2;3;1642A0400;6
24;K1;1;3958A0600;6
24;K1;2;6774_01030;12
24;K1;3;6774_01030;4
24;K1;4;6753_02011;12
24;K1;5;3470_085;6
24;K1;6;962A0100;6
24;K2;1;1806A0200;2
24;K2;2;1806A0200;2
24;K2;3;1806A0200;2
25;K1;1;341_0250;12
25;K1;2;341_0250;12
25;K1;3;3470_085;6
25;K1;4;1312_0101;24
25;K1;5;6864_0280;4
25;K1;6;1568_0101;16
25;K2;1;1806A0200;2
25;K2;2;786A0700;6
26;K1;1;786A0600;3
26;K1;2;786A0600;3
26;K1;3;786A0700;8
26;K1;4;1806A0200;2
26;K1;5;786A0700;8
26;K1;6;786A0600;3
26;K2;1;1806_5051;10
26;K2;2;60078_0900;11
26;K2;3;6753_02011;4
27;K1;1;786A0600;3
27;K1;2;1806A0200;2
27;K1;3;786A0600;3
27;K1;4;1806A0200;2
27;K1;5;786A0600;3
27;K1;6;786A0600;3
27;K2;1;787A0100;3
27;K2;2;787A0100;3
27;K2;3;831A0600;10
END
