AVAILABLE QUANTITY OF ITEM: 2330
QTD OF MANUFACTURED PIECES: 2330
ELAPSED TIME:   601.73
OBJ. FUNCTION VALUE: 69.0
STARTS: 69
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
2;K1;1;1567A0100;6
2;K1;2;1567A0100;6
2;K1;3;787A0100;3
2;K1;4;1567A0100;6
2;K1;5;1567A0100;6
2;K1;6;6896A0100;12
2;K1;7;787A0100;2
2;K2;1;830D0100;12
2;K2;2;787A0100;3
3;K1;1;1806_041;2
3;K1;2;6753_02011;12
3;K1;3;1806_041;2
3;K1;4;1312_0101;6
3;K1;5;60078_0900;12
3;K2;1;6754_0481;2
3;K2;2;342_0460;12
3;K2;3;342_0460;12
4;K1;1;830D0100;12
4;K1;2;1567A0100;6
4;K1;3;830D0100;12
4;K1;4;787A0100;3
4;K1;5;920A0100;8
4;K1;6;1567A0100;6
4;K2;1;831A0600;6
4;K2;2;831A0600;10
4;K2;3;786A0900;6
4;K2;4;786A0900;6
5;K1;1;1806_041;2
5;K1;2;6754_0481;12
5;K1;3;6753_02011;6
5;K1;4;1806D0900;40
5;K1;5;60091_011;12
5;K1;6;1806_041;2
5;K2;1;342_0460;12
5;K2;2;342_0460;12
5;K2;3;3445A1800;6
5;K2;4;3445A1800;6
6;K1;1;1806_041;2
6;K1;2;1320_0101;12
6;K1;3;60091_011;12
6;K1;4;1320_0101;24
6;K1;5;6754_0481;12
6;K1;6;6724_0271;12
6;K2;1;6754_0481;12
6;K2;2;3445A1800;6
6;K2;3;3470_085;6
7;K1;1;786A0600;3
7;K1;2;786A0600;3
7;K1;3;786A0600;3
7;K1;4;1806A0200;2
7;K1;5;786A0700;6
7;K1;6;786A0700;8
7;K2;1;3470_085;6
7;K2;2;6753_02011;12
7;K2;3;60091_011;12
8;K1;1;6753_02011;12
8;K1;2;6753_02011;12
8;K1;3;1806_041;2
8;K1;4;1320_0101;10
8;K1;5;3958A0600;12
8;K1;6;60091_011;12
8;K2;1;342_0460;12
8;K2;2;3445A1800;6
8;K2;3;342_0460;12
8;K2;4;3445A1800;6
9;K1;1;1567A0100;6
9;K1;2;1554A0200;8
9;K1;3;4775_0002;12
9;K1;4;829D0100;7
9;K1;5;829D0100;5
9;K2;1;342_0460;12
9;K2;2;342_0460;12
9;K2;3;3445A1800;6
9;K2;4;342_0460;10
10;K1;1;1567A0100;6
10;K1;2;830D0100;12
10;K1;3;1567A0100;6
10;K1;4;1567A0100;6
10;K1;5;2434A2200;6
10;K1;6;2434A2200;2
10;K2;1;786A0900;6
10;K2;2;786A0900;6
10;K2;3;831A0600;10
10;K2;4;786A0900;6
11;K1;1;810A0400;12
11;K1;2;5450A0000;12
11;K1;3;1567A0100;6
11;K1;4;1567A0100;6
11;K1;5;5450A0000;12
11;K1;6;1555A0200;12
11;K2;1;1642A0400;6
11;K2;2;1642A0400;6
11;K2;3;S4_9704300;6
12;K1;1;810A0400;12
12;K1;2;1556A0200;12
12;K1;3;5450A0000;12
12;K1;4;4775_0002;12
12;K1;5;1554A0200;6
12;K2;1;3445A1800;6
12;K2;2;342_0460;12
12;K2;3;342_0460;12
12;K2;4;3445A1800;6
13;K1;1;1806_041;2
13;K1;2;1806_041;2
13;K1;3;962A0100;6
13;K1;4;1806D0900;60
13;K1;5;6724_0271;12
13;K1;6;6724_0271;12
13;K2;1;786A0600;3
14;K1;1;1567A0100;6
14;K1;2;1567A0100;6
14;K1;3;4775_0002;12
14;K1;4;1559A0200;3
14;K1;5;1567A0100;6
14;K1;6;1567A0100;6
14;K2;1;3470_085;6
14;K2;2;342_0460;4
14;K2;3;6753_02011;12
15;K1;1;S4_9704300;6
15;K1;2;S4_9704300;6
15;K1;3;S4_9704300;6
15;K2;1;342_0460;12
15;K2;2;3445A1800;1
15;K2;3;962A0100;2
16;K1;1;962A0100;6
16;K1;2;6724_0271;12
16;K1;3;6724_0271;12
16;K1;4;1312_0101;24
16;K1;5;6724_0271;12
16;K1;6;6753_02011;12
16;K2;1;786A0900;6
16;K2;2;786A0900;6
17;K1;1;787A0100;3
17;K1;2;810A0400;12
17;K1;3;6898A0100;12
17;K1;4;831A0600;1
17;K1;5;6896A0100;12
17;K1;6;5450A0000;2
17;K2;1;3445A1800;6
17;K2;2;342_0460;12
17;K2;3;60078_0900;12
17;K2;4;3445A1800;6
18;K1;1;6898A0100;1
18;K1;2;829D0100;12
18;K1;3;830D0100;12
18;K1;4;1556A0200;8
18;K1;5;6896A0100;6
18;K2;1;60078_0900;12
18;K2;2;3445A1800;6
18;K2;3;3445A1800;6
18;K2;4;3445A1800;6
19;K1;1;1554A0200;8
19;K1;2;786A0900;6
19;K1;3;4778_0102;8
19;K1;4;1567A0100;6
19;K1;5;1386A2200;12
19;K1;6;5450A0000;12
19;K2;1;S4_9704300;1
19;K2;2;S4_9704300;3
19;K2;3;S4_9704300;6
20;K1;1;829D0100;12
20;K1;2;4778_0102;8
20;K1;3;1386A2200;12
20;K1;4;2434A2200;6
20;K1;5;2434A2200;6
20;K2;1;786A0600;2
20;K2;2;1806A0200;2
21;K1;1;829D0100;12
21;K1;2;1386A2200;4
21;K1;3;920A0100;8
21;K1;4;4778_0102;8
21;K1;5;920A0100;4
21;K2;1;3445A1800;3
21;K2;2;3470_085;6
21;K2;3;342_0460;12
22;K1;1;1312_0101;24
22;K2;1;1806A0200;2
22;K2;2;1806A0200;2
22;K2;3;1806A0200;2
23;K1;1;1559A0200;12
23;K1;2;829D0100;12
23;K1;3;829D0100;12
23;K1;4;810A0400;8
23;K1;5;829D0100;12
23;K2;1;1806A0200;2
23;K2;2;1806A0200;2
23;K2;3;1806A0200;2
24;K1;1;4778_0102;8
24;K1;2;1554A0200;8
24;K1;3;787A0100;3
24;K1;4;810A0400;12
24;K1;5;1567A0100;6
24;K1;6;1567A0100;6
24;K2;1;926_0102;8
24;K2;2;1806A0200;2
25;K1;1;1806_041;2
25;K1;2;1806_041;1
25;K1;3;1806_041;1
25;K1;4;60091_011;12
25;K1;5;6724_0271;6
25;K1;6;1320_0101;24
25;K2;1;1806A0200;2
25;K2;2;1806A0200;2
25;K2;3;1806A0200;2
26;K1;1;786A0900;6
26;K1;2;831A0600;10
26;K1;3;786A0900;6
26;K1;4;831A0600;1
26;K1;5;831A0600;1
26;K1;6;831A0600;1
26;K1;7;810A0400;12
26;K1;8;1567A0100;6
26;K2;1;1806A0200;2
26;K2;2;1806A0200;2
26;K2;3;1806A0200;2
27;K1;1;3958A0600;24
27;K1;2;6724_0271;12
27;K1;3;3958A0600;24
27;K2;1;3445A1800;6
27;K2;2;3470_085;6
27;K2;3;60078_0900;2
28;K1;1;60078_0900;12
28;K1;2;1806_041;2
28;K1;3;1806_041;1
28;K1;4;1320_0101;24
28;K1;5;1806_041;1
28;K1;6;6754_0481;12
28;K2;1;926_0102;12
28;K2;2;1806A0200;2
29;K1;1;786A0700;8
29;K1;2;786A0600;3
29;K1;3;786A0600;2
29;K1;4;786A0600;3
29;K1;5;786A0700;8
29;K2;1;1806A0200;2
29;K2;2;786A0600;3
30;K1;1;829D0100;12
30;K1;2;787A0100;3
30;K1;3;1555A0200;12
30;K1;4;1555A0200;4
30;K1;5;829D0100;12
30;K2;1;342_0460;6
30;K2;2;1320_0101;24
31;K1;1;6898A0100;5
31;K1;2;4778_0102;8
31;K1;3;829D0100;12
31;K1;4;6898A0100;12
31;K1;5;1386A2200;12
31;K2;1;1806A0200;2
31;K2;2;1806A0200;2
31;K2;3;1806A0200;2
32;K1;1;962A0100;6
32;K1;2;1320_0101;24
32;K1;3;1312_0101;24
32;K1;4;1312_0101;24
32;K1;5;3957A0600;24
32;K2;1;6753_02011;12
32;K2;2;342_0460;12
32;K2;3;3445A1800;6
33;K1;1;829D0100;12
33;K1;2;830D0100;12
33;K1;3;1555A0200;12
33;K1;4;810A0400;12
33;K1;5;829D0100;12
33;K2;1;1642A0400;6
34;K1;1;926_0102;12
34;K1;2;926_0102;12
34;K2;1;3445A1800;6
34;K2;2;3445A1800;6
34;K2;3;3445A1800;6
34;K2;4;342_0460;12
35;K1;1;3445A1800;1
35;K1;2;1806_041;1
35;K1;3;3445A1800;1
35;K1;4;3445A1800;6
35;K1;5;3957A0600;24
35;K1;6;3957A0600;12
35;K2;1;926_0102;12
35;K2;2;786A0600;3
36;K2;1;1642A0400;6
36;K2;2;S4_9704300;6
36;K2;3;1642A0400;6
END
